,Compound,Date,Negative,Neutral,Positive,Tweets_ago,User,text
120,0.0,Sun Mar 11 12:00:03 +0000 2018,0.0,1.0,0.0,121,@BBC,🚐 Meet Om Abdullah - Egypt's first official female minibus driver. https://t.co/Z4fmE1k5ph
121,-0.2755,Sun Mar 11 11:31:52 +0000 2018,0.095,0.905,0.0,122,@BBC,"RT @BBCSport: We're not emotionally ready for this.

John Motson will deliver his final live BBC commentary today.

More details👇
https://t…"
122,0.1326,Sun Mar 11 11:10:49 +0000 2018,0.05,0.877,0.073,123,@BBC,"RT @CBeebiesHQ: Doesn't matter if your family has:

One Mum👩‍👦

Two Mums 👩‍👩‍👧‍👧

A Grandmum 👵🏼

... they all want a lie-in!

#HappyMothers…"
123,0.7717,Sun Mar 11 10:32:04 +0000 2018,0.0,0.645,0.355,124,@BBC,"🍰 Surprise your mum with a homemade treat this #MothersDay – from easy cupcakes to luscious layer cakes.
👉… https://t.co/p7n5lo2ziD"
124,-0.25,Sun Mar 11 10:24:05 +0000 2018,0.155,0.747,0.098,125,@BBC,"RT @BBCScotland: Undercover filming reveals Scotland's growing 'bag' problem.

See more from #ShortStuff -  https://t.co/orhxUmskEd 

#come…"
125,0.0,Sun Mar 11 10:05:01 +0000 2018,0.0,1.0,0.0,126,@BBC,🐷 Blossom the pig can sit on command! https://t.co/mRGtuk0zqh
126,0.6808,Sun Mar 11 10:02:15 +0000 2018,0.0,0.789,0.211,127,@BBC,"RT @BBC6Music: 🎂 6 Music launched 16 years ago today. 

When you turned 16, which album did you think was a masterpiece? Do you still love…"
127,0.0,Sun Mar 11 09:38:23 +0000 2018,0.0,1.0,0.0,128,@BBC,"RT @1Xtra: The new breed a dancehall artist @thebellablair performs for @davidrodigan #1XtraJamaica 

📺▶ https://t.co/MrnHDz2ZyL https://t.…"
128,0.7847,Sun Mar 11 09:35:38 +0000 2018,0.0,0.743,0.257,129,@BBC,"RT @BBCRadio3: ""To my first Love, my Mother, on whose knee
I learnt love-lore that is not troublesome""
Christina Rossetti's 'Sonnets are fu…"
129,0.5803,Sun Mar 11 09:33:16 +0000 2018,0.0,0.869,0.131,130,@BBC,RT @TWBBC: Fry-up anyone?  🌭🥓🍳 Did you know just 1.5 sausages could reduce your lifespan by 30 minutes? But 2-3 cups of coffee could gain y…
130,0.0,Sun Mar 11 09:30:10 +0000 2018,0.0,1.0,0.0,131,@BBC,During the Middle Ages the custom developed of allowing people who had moved away to return and visit their mothers… https://t.co/UQD2ySeRH4
131,0.0,Sun Mar 11 08:32:02 +0000 2018,0.0,1.0,0.0,132,@BBC,🎤🎶 Singing is for everyone... even if you can't sing. https://t.co/eVIdGhswUT
132,0.8176,Sun Mar 11 08:02:00 +0000 2018,0.0,0.737,0.263,133,@BBC,"❤️ Happy #MothersDay to all of the amazing mums out there, the mums-to-be and the mums who live on in our hearts.… https://t.co/v9yrzvfhqO"
133,0.784,Sun Mar 11 08:00:48 +0000 2018,0.0,0.734,0.266,134,@BBC,"RT @BBCWales: 💐 What better way to say Happy Mother's Day than with a marvellous marshmallow bouquet! 💐

🍡 Let little hands tackle this tas…"
134,0.765,Sun Mar 11 07:49:57 +0000 2018,0.0,0.602,0.398,135,@BBC,RT @BBCTwo: Celebrate #MothersDay with the #Motherland guide to good parenting... 😂 https://t.co/GMZLEfWuaF
135,0.4019,Sun Mar 11 02:07:01 +0000 2018,0.0,0.838,0.162,136,@BBC,"RT @bbcasiannetwork: 🎇The Desi party don't start until you've heard @jennyjohalmusic singing 'Narma'  🎇 
#AsianNetworkLive https://t.co/lah…"
136,0.6783,Sat Mar 10 20:43:01 +0000 2018,0.0,0.828,0.172,137,@BBC,"RT @BBCRadio2: She did it! Over 300 miles cycled. Over £500,000 raised so far for @SportRelief.

@ZoeTheBall, we are so proud! 👏

Donate to…"
137,-0.4019,Sat Mar 10 20:41:35 +0000 2018,0.137,0.863,0.0,138,@BBC,"RT @BBCTwo: A shocking moment in history that changed the fashion world forever.

#ACSVersace continues Wednesday, 9pm, @BBCTwo. https://t.…"
138,0.4588,Sat Mar 10 20:40:14 +0000 2018,0.0,0.842,0.158,139,@BBC,"RT @BBCWales: Meet YouTube superstar @Gonth93

💰 Welcome to the world of #YoungWelshPrettyMinted 💰

Tonight, 10.35pm - @BBCOne Wales
Availa…"
139,0.4605,Sat Mar 10 20:28:00 +0000 2018,0.155,0.552,0.293,140,@BBC,"RT @bbcrb: This. Is. So. Cute! 😍
Who wouldn't love a tiny meal like this! 🤤🥘 https://t.co/73t4rhbopo"
140,0.6588,Sat Mar 10 20:27:17 +0000 2018,0.0,0.785,0.215,141,@BBC,"RT @BBCScotland: Cathy's been having a great time at the spa! 🇧🇷

Watch #TwoDoorsDown on @BBCiPlayer - https://t.co/JgbkHFXufb https://t.co…"
141,0.4106,Sat Mar 10 20:25:58 +0000 2018,0.0,0.82,0.18,142,@BBC,"RT @bbcasiannetwork: 🎤 Don't miss a single bit of #AsianNetworkLive🎶 
Here's how to make sure you catch ALL the action 👉 https://t.co/AZIif…"
142,-0.8316,Sat Mar 10 20:24:22 +0000 2018,0.281,0.719,0.0,143,@BBC,RT @BBCiPlayer: Police officer Kris was left paralysed after being hit by a van in the Westminster bridge terrorist attack. Seven months la…
143,0.5267,Sat Mar 10 20:24:07 +0000 2018,0.0,0.815,0.185,144,@BBC,"RT @BBCSport: Ireland have been crowned Six Nations champions with a match to spare.

https://t.co/YFyOxSY0Tp #SixNations https://t.co/K34r…"
144,0.0,Sat Mar 10 18:11:11 +0000 2018,0.0,1.0,0.0,145,@BBC,"RT @bbcasiannetwork: 💥#AsianNetworkLive is taking over the airwaves tonight!
Catch all the action from
🔴 6pm on @bbcasiannetwork
🔴 7pm on @…"
145,0.0,Sat Mar 10 18:10:57 +0000 2018,0.0,1.0,0.0,146,@BBC,"RT @bbcasiannetwork: Which #AsianNetworkLive performance can't you wait for? 🤩 
🎤 @jaysean
🎤 @JasmineSandlas
🎤 @lottoboyzz_
🎤 @omgAdamSaleh…"
146,0.0,Sat Mar 10 18:00:13 +0000 2018,0.0,1.0,0.0,147,@BBC,🐮🥛 Glass from the past. https://t.co/stRtHiAGGI
147,0.0,Sat Mar 10 17:00:18 +0000 2018,0.0,1.0,0.0,148,@BBC,"📸❤️ A different portrait of black fatherhood. 
👉 https://t.co/SX1Lbqsss0 https://t.co/WQnNbAfIYK"
148,-0.7783,Sat Mar 10 16:30:07 +0000 2018,0.63,0.37,0.0,149,@BBC,Have we got depression wrong? https://t.co/yFPp67xmxe
149,0.8805,Sat Mar 10 15:59:11 +0000 2018,0.0,0.596,0.404,150,@BBC,"RT @mixital: Enjoying @BBCOne’s Troy? 

Join our new creative challenge &amp; create your own #Troy art! Grab images from our website, make the…"
150,-0.5411,Sat Mar 10 15:53:39 +0000 2018,0.127,0.873,0.0,151,@BBC,"RT @BBCWales: 'Feel the fear and do it anyway'

That's Dilys's motto, and she's the @GWR holder for the Oldest Woman Skydiver in the world!…"
151,0.1511,Sat Mar 10 15:32:03 +0000 2018,0.0,0.91,0.09,152,@BBC,"🤖😱 The robots are coming! 

And this time they want to design and assemble your furniture. 😄 https://t.co/naCu7LJ0Mf"
152,-0.3818,Sat Mar 10 15:00:05 +0000 2018,0.11,0.89,0.0,153,@BBC,❤️🐿 The pine marten has emerged as an unlikely ally for the beleaguered native red squirrel in its battle with the… https://t.co/aaJ1XuLJ78
153,0.0,Sat Mar 10 14:00:08 +0000 2018,0.0,1.0,0.0,154,@BBC,🍴 Do you know how many calories were in your lunch?https://t.co/ouomQAA92I
154,-0.5859,Sat Mar 10 13:14:03 +0000 2018,0.231,0.769,0.0,155,@BBC,"Hindered by short-term memory loss, a man struggles to piece his life back together after his wife's murder.… https://t.co/IDASykaROO"
155,-0.4588,Sat Mar 10 13:00:04 +0000 2018,0.75,0.25,0.0,156,@BBC,"Heartbreaking. 
https://t.co/W8GJNKq8rm"
156,0.4926,Sat Mar 10 13:00:03 +0000 2018,0.0,0.653,0.347,157,@BBC,😂🔥 @GordonRamsay's daughter got him good! https://t.co/0dqwntX5uj
157,0.3724,Sat Mar 10 13:00:03 +0000 2018,0.0,0.758,0.242,158,@BBC,"❤️😭 We're not crying... you're crying. 
#TheSilentChild #Oscars https://t.co/ienD3dDtKX"
158,-0.5859,Sat Mar 10 13:00:03 +0000 2018,0.26,0.667,0.073,159,@BBC,😱 Baptism at this church can be a matter of life and death. https://t.co/aEsVqMUPQ2
159,0.0,Sat Mar 10 12:00:04 +0000 2018,0.0,1.0,0.0,160,@BBC,Don't look down! 😣 https://t.co/r4ChPajO4A
160,-0.3284,Sat Mar 10 11:59:24 +0000 2018,0.147,0.79,0.063,161,@BBC,"RT @BBCRadioWales: ""The pain is so severe it feels like my body wants to explode."" 

#Endometriosis is as common as asthma but it takes, on…"
161,-0.3256,Sat Mar 10 11:58:56 +0000 2018,0.175,0.727,0.098,162,@BBC,"RT @BBCSpringwatch: We LOVE hedgehogs, but over the last decade we have lost over 40% of our prickly neighbours 😞 Billy's here to give us a…"
162,0.0,Sat Mar 10 11:46:40 +0000 2018,0.0,1.0,0.0,163,@BBC,"RT @bbcasiannetwork: 💃🕺 #AsianNetworkLive is TONIGHT! We are so excited!💃🕺 
📻 Broadcasting live from ✨6pm✨ on Asian Network and 
✨7pm✨ on @…"
163,0.0,Sat Mar 10 11:44:35 +0000 2018,0.0,1.0,0.0,164,@BBC,RT @BBCAfrica: Could Nigeria's animation houses become as big as Nollywood? #Nigeria #Animation #Yoruba #Lagos #cartoons https://t.co/3Htr9…
164,0.0,Sat Mar 10 11:43:36 +0000 2018,0.0,1.0,0.0,165,@BBC,RT @bbcthree: This woman is leading the #disabilibabe movement https://t.co/FlgCordJaC
165,0.5719,Sat Mar 10 11:43:31 +0000 2018,0.0,0.821,0.179,166,@BBC,RT @BBCArchive: #OnThisDay 1977: Still searching for the perfect Mother's Day present? We humbly suggest a homemade thermodynamicizer - jus…
166,0.8356,Sat Mar 10 11:43:23 +0000 2018,0.0,0.655,0.345,167,@BBC,"RT @bbcthesocial: Greg is 23 years old and a world piping champion. #IntoIt

Happy International Bagpipe Day! https://t.co/74f3USdg3H"
167,-0.3818,Sat Mar 10 10:56:03 +0000 2018,0.133,0.867,0.0,168,@BBC,"From boar hair toothbrushes to beeswax food wrap, here's how you can dump the disposable plastics ✅… https://t.co/ydpoHWlJxA"
168,0.0,Sat Mar 10 10:00:03 +0000 2018,0.0,1.0,0.0,169,@BBC,"How is plastic affecting seabirds? 
#OurBluePlanet #BluePlanet2 https://t.co/bcvGKZjsJF"
169,0.4173,Sat Mar 10 09:00:06 +0000 2018,0.0,0.888,0.112,170,@BBC,Do you have a secret British accent? 🤔Take this quiz and we’ll pinpoint which part of the UK you most sound like yo… https://t.co/fiZDg5pK85
170,0.4404,Sat Mar 10 07:59:00 +0000 2018,0.0,0.756,0.244,171,@BBC,"🙌 1 year ago today the world became a better place.
#BBCdad https://t.co/Q5I70XxT7T"
171,0.0,Fri Mar 09 19:03:04 +0000 2018,0.0,1.0,0.0,172,@BBC,"A new gardening year is beginning at Longmeadow. 🍃🌸🌱🌷

Gardener's World | 8:30pm | @BBCTwo | https://t.co/R2ZqqlaEbQ https://t.co/A9Q43XOoxh"
172,0.5719,Fri Mar 09 18:00:10 +0000 2018,0.0,0.764,0.236,173,@BBC,💘 @MabelMcVey covering @Coldplay's 'Fix You' in the Live Lounge is just perfect. 🙌 https://t.co/Sk9yMymZZs
173,0.0,Fri Mar 09 17:18:55 +0000 2018,0.0,1.0,0.0,174,@BBC,"RT @bbcthesocial: Instead of a plastic straw, why not use a condom? 😏 https://t.co/XBtyZHdfkb"
174,0.4939,Fri Mar 09 17:00:10 +0000 2018,0.0,0.656,0.344,175,@BBC,"Want to improve your persuasion powers? 

😻 Just watch a cat. https://t.co/vA9asFlD9g"
175,0.3818,Fri Mar 09 16:56:32 +0000 2018,0.0,0.874,0.126,176,@BBC,RT @bbcworldservice: These images of women on their period are greeting commuters in Stockholm. For more listen/download 📻: https://t.co/FL…
176,0.5848,Fri Mar 09 16:56:13 +0000 2018,0.0,0.807,0.193,177,@BBC,"RT @bbcwritersroom: ""I felt like a real writer by the end of it!"" 

Find out how we created 6 #Comedy monologues for @bbcasiannetwork #Asia…"
177,0.0,Fri Mar 09 16:53:47 +0000 2018,0.0,1.0,0.0,178,@BBC,"RT @BBCScotland: ""If there is a real live superwoman, she is it.""

Meet the surgeon who walked for eight miles in the heavy snow so she cou…"
178,0.0,Fri Mar 09 16:39:50 +0000 2018,0.0,1.0,0.0,179,@BBC,RT @BBCFOUR: Are we really born to prefer 'boys' or 'girls' toys? The answer might lie with monkeys... https://t.co/TPHeE7cStK
179,0.4939,Fri Mar 09 14:30:07 +0000 2018,0.0,0.842,0.158,180,@BBC,Noel and Liam Gallagher will headline @BBCRadio2's stages at the BBC's Biggest Weekend Festival in May 🎤👌… https://t.co/q7YblDKT2N
180,-0.4404,Fri Mar 09 14:00:18 +0000 2018,0.178,0.822,0.0,181,@BBC,♻️ The packaging industry in England has been accused of exaggerating the amount of its plastic that gets recycled.… https://t.co/lHpw5rVHub
181,0.7783,Fri Mar 09 13:30:05 +0000 2018,0.0,0.672,0.328,182,@BBC,Over 80 but as healthy as a 20-year-old: How exercise in old age prevents the immune system from declining… https://t.co/jABPPvkafN
182,0.0,Fri Mar 09 12:30:02 +0000 2018,0.0,1.0,0.0,183,@BBC,"It took almost a year to get to the final look of Snoke. 
#StarWars #TheLastJedi https://t.co/o6ttTvHdQy"
183,0.0,Fri Mar 09 12:13:43 +0000 2018,0.0,1.0,0.0,184,@BBC,RT @BBCWorld: Winter Paralympics opening ceremony begins in Pyeongchang https://t.co/VP4W2q1Hhe
184,0.5719,Fri Mar 09 11:51:14 +0000 2018,0.0,0.684,0.316,185,@BBC,RT @bbcthree: BBC Three presents Perfect Day #perfectday2018 https://t.co/oFgg0vJJgP
185,0.6114,Fri Mar 09 11:36:57 +0000 2018,0.0,0.637,0.363,186,@BBC,"RT @BBCR1: Happy Birthday, Suga @BTS_twt! 🐻🎈✨ https://t.co/7Al640sBgB"
186,0.5859,Fri Mar 09 11:03:23 +0000 2018,0.0,0.863,0.137,187,@BBC,RT @bbcarts: 🎶 This is the amazing moment when eight London teenagers hear an #opera singer in the flesh for the first time. Watch the full…
187,0.0,Fri Mar 09 11:00:05 +0000 2018,0.0,1.0,0.0,188,@BBC,"""For the first time, we think we’re actually able to recreate real living heart tissue which is identical to that o… https://t.co/kGIMWWBf4z"
188,0.0,Fri Mar 09 10:15:05 +0000 2018,0.0,1.0,0.0,189,@BBC,The #BiggestWeekend lineup just got bigger! More artists have been added to all four locations including… https://t.co/5G2GqBHkHK
189,0.4389,Fri Mar 09 09:00:04 +0000 2018,0.0,0.806,0.194,190,@BBC,🐑 This Lancashire farmer revives frozen lambs by sticking them inside an oven! https://t.co/z1UvoIiRXY
190,0.0,Fri Mar 09 08:30:08 +0000 2018,0.0,1.0,0.0,191,@BBC,"🌊📝 The world's oldest known message in a bottle has been found, almost 132 years after it was thrown into the sea.… https://t.co/fHdTDbK2Mg"
191,0.4404,Fri Mar 09 08:00:05 +0000 2018,0.0,0.734,0.266,192,@BBC,🍋☕️ Fruit tea is good for you. Right...? https://t.co/YExPNJG6bE
192,0.0,Thu Mar 08 21:28:00 +0000 2018,0.0,1.0,0.0,193,@BBC,"This Ancient Egyptian pharaoh invested more in images of himself than any other ruler, and for him, size really did… https://t.co/IUlHKvTATa"
193,0.4019,Thu Mar 08 20:33:04 +0000 2018,0.0,0.856,0.144,194,@BBC,"Jack Jarvis and Victor McDade are back for another hilarious six-part series. 

#StillGame | 9:30pm | @BBCOne |… https://t.co/zFtd4VQyKL"
194,0.0,Thu Mar 08 20:03:04 +0000 2018,0.0,1.0,0.0,195,@BBC,"Lucy and Lee are back! 🙌🎉

#NotGoingOut | 9pm | @BBCOne | https://t.co/dUnnFaIoci https://t.co/gSpTMCPrSC"
195,0.0,Thu Mar 08 18:00:06 +0000 2018,0.0,1.0,0.0,196,@BBC,"What advice would YOU give your younger self? 🤔

#InternationalWomensDay #IWD2018 https://t.co/vIwPLtzTbO"
196,-0.1027,Thu Mar 08 17:30:11 +0000 2018,0.177,0.664,0.159,197,@BBC,"In recognition of International Women’s Day, a playlist in celebration of the funniest, saddest and most significan… https://t.co/4WCrxvJxFY"
197,0.0,Thu Mar 08 17:00:09 +0000 2018,0.0,1.0,0.0,198,@BBC,"🔬 More than half of the UK can't name a famous woman in science. 

Time to change that. 
👉 https://t.co/3HVhvFaxaT… https://t.co/KL0D1vIw8S"
198,0.5719,Thu Mar 08 16:30:05 +0000 2018,0.0,0.764,0.236,199,@BBC,"✍️🙌 Lotte Reiniger is the unsung heroine of early animation. 

#InternationalWomensDay #IWD2018 https://t.co/Z4qDFWXcCS"
199,0.5803,Thu Mar 08 16:05:42 +0000 2018,0.0,0.819,0.181,200,@BBC,"RT @BBCMOTD: Favourite emoji?
Champions League or World Cup?

@TekkerzKid quizzes @ManUtd striker @MarcusRashford for #BBCOwnIt.

📺 Check o…"
200,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,201,@CBS,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
201,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,202,@CBS,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
202,0.4215,Fri Mar 09 21:10:21 +0000 2018,0.0,0.823,0.177,203,@CBS,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
203,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,204,@CBS,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
204,0.0,Fri Mar 09 16:02:27 +0000 2018,0.0,1.0,0.0,205,@CBS,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
205,0.8625,Thu Mar 08 18:00:49 +0000 2018,0.0,0.664,0.336,206,@CBS,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
206,0.4926,Thu Mar 08 17:03:04 +0000 2018,0.0,0.868,0.132,207,@CBS,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
207,-0.2023,Wed Mar 07 18:39:10 +0000 2018,0.23,0.619,0.15,208,@CBS,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
208,0.0,Wed Mar 07 17:06:02 +0000 2018,0.0,1.0,0.0,209,@CBS,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
209,0.6705,Tue Mar 06 18:10:59 +0000 2018,0.0,0.756,0.244,210,@CBS,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
210,0.3818,Mon Mar 05 22:16:43 +0000 2018,0.0,0.833,0.167,211,@CBS,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
211,0.4404,Sun Mar 04 08:05:26 +0000 2018,0.0,0.884,0.116,212,@CBS,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
212,0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,213,@CBS,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
213,0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,214,@CBS,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
214,0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,215,@CBS,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
215,0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,216,@CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
216,-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,217,@CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
217,0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,218,@CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
218,0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,219,@CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
219,0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,220,@CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
220,0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,221,@CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
221,0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,222,@CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
222,0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,223,@CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
223,0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,224,@CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
224,0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,225,@CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
225,0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,226,@CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
226,0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,227,@CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
227,0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,228,@CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
228,0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,229,@CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
229,0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,230,@CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
230,0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,231,@CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…"
231,0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,232,@CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
232,0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,233,@CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…
233,-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,234,@CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
234,0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,235,@CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
235,0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,236,@CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
236,0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,237,@CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…"
237,0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,238,@CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
238,0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,239,@CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
239,0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,240,@CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…
240,0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,241,@CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
241,0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,242,@CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
